534,389,692
535,386,689
531,388,689
526,396,693
508,407,686
531,375,686
530,381,701
531,377,688
498,343,683
509,365,690
532,367,689
549,344,669
559,343,670
551,340,673
420,396,701
567,378,689
515,360,662
559,346,677
563,379,706
535,369,680
542,365,663
533,358,684
548,360,671
570,355,676
566,361,671
558,359,669
547,367,659
552,397,637
542,436,645
521,402,663
508,404,648
531,289,571
615,387,645
556,333,719
554,352,739
554,319,711
549,297,729
566,301,720
654,203,753
570,313,683
540,283,726
556,343,691
569,346,674
540,236,601
568,336,709
590,338,644
555,382,605
550,443,592
558,460,594
510,342,685
529,338,698
553,387,662
576,344,674
570,344,674
541,373,665
569,346,687
538,342,658
527,335,642
513,346,646
491,350,663
477,358,687
488,351,661
541,298,717
496,324,692
546,318,661
605,379,615
557,308,666
522,380,720
689,360,635
542,343,656
548,357,676
545,366,663
528,346,658
520,332,671
547,325,678
513,289,734
584,357,640
552,370,638
592,361,651
562,372,714
536,384,670
534,378,655
507,366,656
502,365,684
503,365,686
498,339,674
561,276,733
562,343,674
548,348,641
563,358,639
586,347,670
552,358,667
550,350,655
543,351,663
534,354,664
517,344,667
526,330,681
493,295,709
565,344,696
572,367,628
578,362,642
590,356,673
562,346,686
541,356,656
519,375,643
522,360,663
493,355,682
498,352,689
498,352,666
606,312,770
548,351,664
526,352,664
565,345,648
553,336,659
635,371,671
557,352,656
540,350,661
524,340,657
519,349,663
521,343,668
532,332,674
490,273,734
539,328,680
596,391,663
584,376,643
597,378,690
552,377,690
518,357,654
523,372,665
514,361,658
490,375,678
506,347,678
491,352,667
589,307,759
526,351,666
528,346,677
578,356,647
559,340,646
612,358,672
556,345,657
551,345,652
555,344,661
538,342,661
534,346,666
537,335,671
506,331,679
493,273,736
583,333,670
581,368,640
584,355,627
604,351,668
590,383,687
548,370,671
529,367,653
510,355,659
485,353,676
509,362,680
508,351,662
575,325,746
543,348,673
535,348,686
567,347,657
541,323,633
603,350,657
556,345,654
574,339,651
580,343,658
549,347,661
555,344,672
534,351,669
515,317,684
566,378,644
549,352,675
554,351,675
539,363,664
556,347,666
553,348,670
551,351,669
545,349,670
544,348,670
545,353,675
541,351,672
539,350,672
544,354,672
540,355,672
539,353,672
546,353,670
542,352,673
538,353,671
540,351,674
543,350,672
542,350,671
543,350,671
542,350,671
539,350,671
541,349,669
540,349,672
541,351,670
540,350,672
540,350,671
539,350,670
540,350,671
540,351,671
541,350,671
541,350,670
542,351,669
541,350,670
543,349,671
543,350,670
541,349,671
542,351,669
540,349,671
540,351,670
540,350,669
541,350,669
543,349,666
545,350,669
545,352,661
546,369,652
551,389,646
539,387,626
555,369,623
539,370,679
547,350,645
581,346,659
590,342,676
547,313,658
570,315,693
539,304,690
547,287,716
589,274,708
526,223,747
547,415,694
502,309,646
509,280,690
591,334,676
580,287,621
541,307,661
432,344,592
516,419,598
530,396,599
574,345,663
518,349,692
512,349,687
508,368,680
510,360,654
509,333,663
503,356,681
529,362,691
545,356,668
521,366,678
542,345,671
523,335,652
560,357,691
546,338,660
542,338,661
543,341,666
545,342,671
543,354,666
529,352,663
521,344,670
521,333,666
542,336,649
502,341,676
556,351,674
556,324,659
589,327,657
534,303,640
523,301,647
525,304,637
552,299,636
560,302,636
566,316,645
588,337,643
561,325,665
584,339,650
565,348,655
556,341,670
546,336,652
544,348,678
551,344,677
553,352,653
539,349,677
559,359,675
540,348,665
520,350,662
511,348,661
501,343,665
513,349,669
511,352,668
530,332,716
530,341,677
525,313,660
520,349,675
547,348,664
547,333,650
570,342,645
559,340,653
551,339,655
554,347,667
533,343,658
533,344,657
527,320,667
520,321,669
491,275,688
596,322,661
563,344,657
568,368,649
589,363,662
562,354,666
555,348,652
530,347,657
510,354,663
521,343,652
493,340,670
508,342,667
502,330,659
586,308,792
547,317,649
543,349,652
576,349,626
557,330,666
548,336,651
549,335,643
541,343,656
529,336,656
538,327,651
519,317,656
542,319,659
496,286,692
599,330,670
556,349,659
534,340,646
596,370,654
558,349,669
571,353,675
541,352,644
526,344,631
496,320,647
512,346,660
516,338,664
491,329,674
529,271,679
552,285,680
549,352,639
580,350,630
643,359,663
539,331,631
534,332,644
529,336,659
524,329,650
514,322,656
530,317,657
519,306,667
524,288,680
565,324,659
535,352,641
566,366,650
570,347,689
554,349,655
494,343,656
503,351,646
505,325,642
517,347,666
513,335,651
587,266,763
564,337,686
557,337,642
563,340,616
623,362,663
553,341,649
541,330,647
530,342,647
528,319,662
472,328,621
554,325,657
522,310,649
540,289,688
576,332,659
560,354,638
570,373,640
578,331,679
558,341,656
511,338,652
510,343,640
497,335,641
513,337,665
521,328,640
493,303,735
566,293,678
525,307,660
558,340,619
550,322,631
585,321,650
571,318,645
573,321,634
566,341,652
556,328,667
529,330,650
514,277,637
561,359,641
525,299,665
545,338,653
529,327,655
532,329,655
533,329,653
537,330,656
536,325,656
528,324,653
537,323,654
535,327,653
540,322,653
538,323,652
534,323,651
533,321,650
532,320,650
532,322,650
533,320,651
532,321,650
534,321,651
536,320,649
535,319,649
535,321,649
533,320,649
533,320,650
534,322,651
536,322,650
537,322,651
536,323,650
533,322,651
534,323,650
534,322,650
533,322,651
533,322,652
535,323,651
535,321,653
536,323,651
535,323,652
535,324,651
534,323,652
535,323,651
534,323,652
536,322,653
539,321,656
544,327,654
539,325,654
531,328,653
522,324,653
521,322,650
520,323,652
530,326,652
535,324,656
540,324,648
550,337,633
548,361,632
552,366,639
564,365,617
564,377,639
577,349,623
575,339,651
623,335,646
617,341,652
616,339,640
619,323,631
643,311,638
636,331,659
709,253,680
729,232,705
633,304,691
568,274,627
582,287,658
618,326,660
623,335,645
571,378,652
520,451,585
526,408,561
544,394,609
563,298,682
528,319,652
522,327,644
538,320,650
534,323,652
534,327,653
528,327,655
549,330,654
550,328,652
548,323,649
549,323,651
548,324,647
544,317,647
539,309,646
539,318,646
552,316,644
531,309,657
570,311,634
606,315,623
579,316,630
599,332,643
604,321,633
586,308,630
580,328,638
554,335,639
557,347,654
546,349,657
553,355,673
554,361,671
539,353,667
545,335,672
557,362,670
553,328,663
560,339,661
569,339,654
562,333,655
557,327,652
556,328,650
552,326,650
554,323,650
558,326,651
556,327,652
556,325,652
556,329,653
557,329,653
559,330,652
558,330,652
558,330,653
558,331,654
558,331,653
558,330,653
560,331,652
560,331,653
560,331,653
559,332,654
559,331,654
560,331,653
560,332,653
560,333,653
559,330,654
558,331,653
558,332,654
558,332,654
555,331,653
556,331,654
556,331,654
558,332,653
557,331,654
558,330,653
559,331,653
560,331,653
560,331,653
560,332,654
558,330,655
559,331,653
559,332,655
559,332,655
559,332,654
560,333,655
559,333,655
560,333,654
560,333,654
559,333,655
559,334,655
560,335,657
560,336,657
560,339,660
561,339,657
571,350,651
595,327,641
585,337,613
514,271,670
527,316,640
529,323,650
558,321,644
571,303,639
578,306,639
620,404,725
595,365,676
585,353,654
552,357,654
535,367,677
534,349,662
534,351,687
628,482,738
615,500,769
554,431,742
518,484,738
525,459,680
496,414,695
497,422,613
525,419,620
489,434,725
488,400,691
481,428,698
480,422,689
490,409,726
515,372,696
561,304,726
503,302,648
560,321,624
603,316,655
579,342,678
595,351,630
540,312,560
574,231,637
538,422,696
642,277,599
590,220,588
532,303,664
530,353,700
575,316,681
541,329,665
599,364,692
527,236,657
569,288,659
587,380,592
650,256,631
742,267,542
732,353,552
736,390,524
688,400,556
