471,634,364
471,635,364
470,635,365
470,634,365
470,635,364
471,635,364
470,635,364
470,635,365
469,633,366
469,633,366
470,635,365
470,636,365
468,636,364
472,633,364
474,632,363
476,631,360
473,630,359
466,631,360
463,635,362
460,646,372
455,646,382
459,642,389
465,630,374
466,626,342
477,628,330
488,623,345
487,623,355
483,622,376
475,626,379
470,631,350
479,626,345
485,619,356
481,628,366
478,636,370
475,639,354
476,638,366
476,646,371
474,644,369
470,645,356
473,654,379
479,658,389
479,654,387
474,659,382
473,667,386
477,667,383
476,665,384
481,668,389
482,677,392
479,680,390
487,684,414
489,689,426
490,684,419
492,684,429
491,691,444
497,686,444
490,699,437
479,709,419
484,705,424
497,691,429
498,675,424
497,676,419
502,687,414
500,693,402
505,703,410
515,685,424
504,681,429
497,684,427
495,695,420
487,698,420
490,690,427
496,685,434
492,689,436
487,697,430
472,699,418
455,720,418
491,694,434
485,698,410
484,698,412
489,693,412
482,681,404
476,683,417
476,699,418
480,706,419
492,700,448
490,696,437
491,699,453
490,705,453
489,710,467
487,710,470
486,707,467
481,715,477
487,711,465
486,706,471
491,706,478
488,717,477
484,723,473
487,709,470
490,714,495
497,697,485
459,718,484
443,706,504
460,704,494
447,709,490
475,716,473
509,680,462
535,716,457
517,756,484
517,722,479
510,712,454
498,726,471
505,722,473
497,727,457
506,714,479
495,724,486
487,737,465
505,712,484
502,706,485
476,713,483
498,699,514
494,702,512
480,718,486
475,723,462
469,727,449
470,718,441
477,716,461
485,720,467
479,705,483
470,733,495
474,740,502
472,753,502
462,751,503
521,718,476
565,741,482
576,732,501
553,748,505
468,721,529
506,668,538
467,659,521
478,648,517
498,650,535
509,636,526
549,627,474
501,836,428
510,791,464
541,687,494
555,722,477
580,732,476
532,753,471
537,678,465
524,698,464
513,732,410
450,761,417
554,721,488
610,705,454
616,717,411
596,706,405
563,675,440
556,656,487
563,694,473
559,727,461
596,707,442
589,683,432
566,697,445
571,700,464
559,696,493
570,714,440
616,654,468
577,691,448
587,690,444
566,691,430
590,729,411
617,673,451
592,663,441
573,690,444
569,680,448
587,703,446
584,696,457
590,703,447
605,681,447
594,670,432
578,654,434
568,641,426
571,626,437
564,647,431
555,683,438
561,685,438
576,726,405
566,711,435
575,690,459
591,706,454
582,739,430
594,739,379
559,732,342
459,692,359
420,719,398
444,716,433
540,868,373
590,807,481
550,857,419
556,781,457
562,646,483
557,609,469
494,499,531
496,484,462
534,661,308
571,798,317
685,900,265
726,781,340
675,760,372
512,698,442
350,520,561
307,516,544
318,657,553
565,734,600
674,919,437
610,996,318
545,836,372
517,655,427
520,420,552
504,386,506
495,514,495
643,506,522
639,951,171
514,979,297
561,850,371
555,657,507
519,676,464
290,697,462
276,549,643
361,670,650
335,899,533
486,851,424
505,810,372
494,620,412
593,481,479
596,457,413
572,501,384
637,664,274
481,914,349
440,1010,320
514,889,454
469,681,595
318,585,545
169,522,577
280,481,675
421,603,581
301,963,375
484,942,308
593,827,348
572,679,475
584,422,665
515,370,500
532,428,423
618,721,254
539,1009,194
524,955,333
659,828,512
484,714,686
365,492,604
182,581,483
273,416,681
425,522,552
365,961,389
445,1008,290
605,905,353
596,668,471
653,485,584
605,341,508
556,362,406
482,741,152
451,965,291
447,1004,193
541,794,516
506,731,647
279,542,648
157,506,555
271,471,694
396,543,525
310,1016,255
327,946,471
596,789,422
669,587,526
673,445,512
586,437,450
529,452,399
466,665,365
246,985,310
402,1012,370
577,871,469
506,746,490
457,563,496
391,453,547
319,455,614
370,606,573
399,898,407
355,1006,386
457,855,513
615,589,480
592,558,487
570,427,528
527,492,508
479,572,407
342,946,282
439,1011,408
554,956,509
482,678,479
456,438,498
429,388,529
324,608,571
215,953,519
319,976,460
493,778,447
578,674,461
597,565,553
601,446,503
479,588,386
306,830,348
339,979,363
427,923,474
440,750,512
445,587,487
467,465,516
438,478,529
425,519,561
325,790,484
332,891,397
364,914,423
472,825,504
493,740,547
499,575,506
544,479,493
521,528,428
390,671,395
340,850,417
355,972,376
389,882,504
435,772,456
428,640,411
467,511,519
458,503,493
455,544,546
432,641,522
387,725,462
353,861,385
380,914,441
444,843,527
446,749,541
484,636,542
482,614,457
500,557,475
447,575,424
384,713,432
416,829,445
419,802,360
407,707,376
396,680,415
397,708,439
431,688,454
446,673,446
438,659,443
425,667,457
427,679,468
439,672,459
433,694,449
421,699,442
414,684,444
429,671,472
408,709,434
425,691,460
424,696,462
415,697,431
426,690,439
433,691,456
434,681,467
435,684,446
437,688,462
439,689,457
434,697,438
446,679,430
437,695,430
439,696,436
428,689,436
422,700,433
437,688,430
427,703,452
437,667,434
428,697,438
430,689,423
449,660,480
424,671,445
423,674,433
430,652,416
421,682,397
418,684,418
408,690,404
406,679,405
418,661,395
437,639,418
437,646,408
430,661,400
425,661,380
432,652,388
436,664,393
431,651,384
444,644,395
442,644,392
446,640,387
436,650,371
439,639,376
439,635,379
438,646,374
437,646,385
438,650,389
435,650,382
434,641,380
434,643,377
434,645,378
432,641,386
430,643,390
430,642,390
433,643,384
434,639,381
430,638,376
421,643,379
416,640,389
411,642,398
405,648,402
407,648,400
408,651,401
405,647,397
405,650,384
411,649,386
421,643,387
420,639,389
419,638,393
415,645,394
412,651,396
413,647,397
417,646,397
418,647,393
419,647,390
420,645,390
421,643,389
420,639,390
415,643,395
414,650,398
412,654,395
417,650,392
417,646,391
417,643,394
421,643,395
420,645,390
418,649,384
415,652,382
409,653,385
407,654,392
414,650,395
434,649,386
443,656,384
448,649,395
451,643,401
441,643,408
426,649,409
428,655,394

